Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
1036,9,Cambodia,H033402,1993-10-19,1993,10,19,29.0,7.21,112.0,12.4,0.7,0.291,0.148,0.04,0.99,0.09,0.085,0.152,0.112,0.01,3.16,2.3
1064,10,Cambodia,H033402,1993-12-16,1993,12,16,27.5,7.52,6.0,10.6,0.569,0.22,0.157,0.038,0.792,0.08,0.085,0.059,0.009,0.003,5.5,3.1
1076,50,Cambodia,H033402,1994-01-17,1994,1,17,29.0,7.27,4.0,9.1,0.49,0.25,0.17,0.043,0.74,0.092,0.191,0.185,0.014,0.01,5.28,4.0
1084,51,Cambodia,H033402,1994-02-15,1994,2,15,29.2,8.02,3.0,8.4,0.385,0.226,0.195,0.044,0.637,0.08,0.099,0.265,0.045,0.026,7.17,4.1
1111,52,Cambodia,H033402,1994-04-22,1994,4,22,31.0,7.37,8.0,23.2,1.315,0.25,0.325,0.061,0.68,0.099,0.282,0.622,0.081,0.028,6.15,5.0
1147,53,Cambodia,H033402,1994-09-20,1994,9,20,28.2,7.66,168.0,9.4,0.579,0.191,0.122,0.034,0.796,0.041,0.064,0.204,0.032,0.061,6.33,5.8
1150,54,Cambodia,H033402,1994-10-14,1994,10,14,31.0,7.33,124.0,10.1,0.635,0.199,0.157,0.044,0.887,0.045,0.047,0.115,0.055,0.014,3.05,5.0
1180,55,Cambodia,H033402,1994-11-21,1994,11,21,28.0,7.5,3.0,9.6,0.535,0.175,0.165,0.046,0.813,0.07,0.03,0.075,0.003,0.013,5.57,8.6
1189,56,Cambodia,H033402,1994-12-19,1994,12,19,29.0,7.5,2.0,9.3,0.433,0.297,0.153,0.035,0.79,0.08,0.023,0.045,0.008,0.015,5.43,3.5
1216,109,Cambodia,H033402,1995-02-15,1995,2,15,28.4,7.24,3.0,9.2,0.401,0.265,0.185,0.039,0.725,0.098,0.009,0.213,0.034,0.037,6.11,4.6
1285,110,Cambodia,H033402,1995-06-15,1995,6,15,32.2,7.72,14.0,20.5,0.97,0.426,0.56,0.06,1.229,0.399,0.342,0.2,0.04,0.03,6.37,1.3
1314,111,Cambodia,H033402,1995-07-19,1995,7,19,29.6,7.55,182.0,11.0,0.704,0.205,0.19,0.04,0.897,0.091,0.115,0.307,0.04,0.05,6.59,1.6
1380,112,Cambodia,H033402,1995-10-16,1995,10,16,29.9,7.53,156.3,9.9,0.619,0.189,0.16,0.03,0.845,0.077,0.033,0.124,0.003,0.02,4.05,2.1
1412,113,Cambodia,H033402,1995-11-17,1995,11,17,28.9,7.07,98.0,8.9,0.533,0.185,0.15,0.03,0.75,0.074,0.057,0.078,0.03,0.02,5.19,2.2
1441,114,Cambodia,H033402,1995-12-19,1995,12,19,28.0,7.27,17.0,8.4,0.456,0.184,0.18,0.04,0.682,0.09,0.056,0.093,0.007,0.02,5.09,4.0
1467,199,Cambodia,H033402,1996-01-16,1996,1,16,27.2,7.49,8.0,8.4,0.431,0.197,0.19,0.04,0.66,0.084,0.063,0.148,0.01,0.02,5.29,3.5
1500,200,Cambodia,H033402,1996-02-20,1996,2,20,28.8,7.38,15.0,7.5,0.328,0.191,0.2,0.004,0.565,0.082,0.06,0.212,0.01,0.02,6.94,3.9
1512,201,Cambodia,H033402,1996-03-15,1996,3,15,30.0,7.15,3.0,8.4,0.347,0.204,0.22,0.04,0.638,0.104,0.058,0.315,0.02,0.03,6.66,3.4
1535,202,Cambodia,H033402,1996-04-18,1996,4,18,30.6,7.35,7.0,8.9,0.319,0.233,0.27,0.04,0.656,0.136,0.077,0.464,0.01,0.02,6.57,5.4
1577,203,Cambodia,H033402,1996-05-29,1996,5,29,30.2,7.35,22.0,17.6,0.936,0.387,0.3,0.04,1.218,0.225,0.26,0.331,0.01,0.03,6.14,1.4
