Unnamed: 0.1,Unnamed: 0,MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
7808,4887,Lao PDR, H350101 ,2017-04-18,2017,4,18,32.2,7.53,108.0,12.2,0.631636726546906,0.3473251028806584,0.1826086956521739,0.079,0.870567027204195,0.2527503526093089,0.0306058713304184,0.07,0.02,0.05,6.03,2.4
7826,4888,Lao PDR, H350101 ,2017-05-15,2017,5,15,30.3,6.76,38.7,8.8,0.405528942115768,0.2222222222222222,0.1965217391304347,0.0209718670076726,0.4760734185512946,0.179266572637518,0.261961274203623,0.17,0.01,0.19,6.16,4.8
7917,4889,Lao PDR, H350101 ,2017-08-18,2017,8,18,30.3,6.6,38.33,7.9,0.443812375249501,0.1818930041152263,0.1421739130434782,0.0322250639386189,0.688030154047853,0.0699576868829337,0.0666250260254008,0.06,0.03,0.15,6.01,4.75
7938,4890,Lao PDR, H350101 ,2017-09-13,2017,9,13,28.9,6.39,164.5,6.5,0.291497005988024,0.194238683127572,0.0982608695652173,0.0324808184143222,0.483480825958702,0.0265162200282087,0.1517801374141161,0.08,0.01,0.04,5.89,4.96
7980,4891,Lao PDR, H350101 ,2017-10-16,2017,10,16,28.9,7.42,65.33,10.4,0.6516966067864272,0.1893004115226337,0.1195652173913043,0.0227621483375959,0.875188462799082,0.0930888575458392,0.0893191755153029,0.09,0.02,0.1,6.89,2.4
8074,4939,Lao PDR, H350101 ,2018-04-16,2018,4,16,32.9,8.12,159.5,11.7,0.89650872817955,0.208395061728395,0.0782608695652174,0.0364961636828645,0.6719108489019993,0.1241184767277856,0.3372891942535915,0.14,0.047,0.02,5.5,4.48
8089,4940,Lao PDR, H350101 ,2018-05-17,2018,5,17,30.6,7.26,35.3,15.0,0.992967581047382,0.277325102880658,0.1395652173913043,0.0281329923273657,1.06522451655195,0.0691114245416079,0.3018946491775973,0.09,0.044,0.01,6.23,2.56
8097,4941,Lao PDR, H350101 ,2018-06-20,2018,6,20,28.7,7.88,185.33,16.5,1.27193017456359,0.151851851851852,0.126,0.0487212276214834,1.2291052114060963,0.1119887165021156,0.26754112013325,0.05,0.044,0.05,5.14,5.76
8161,4942,Lao PDR, H350101 ,2018-10-18,2018,10,18,29.9,7.568,35.6,14.330000000000002,0.87,0.28,0.19,0.05,0.9750901343821696,0.1517630465444287,0.2413075161357485,0.16,0.038,0.22,7.41,5.68
8204,4978,Lao PDR, H350101 ,2019-04-22,2019,4,22,33.7,7.689,121.5,24.6,1.45,0.4946502057613168,0.19,0.082,1.2291052114060963,0.4739069111424541,0.6454299396210702,0.43,0.015,0.05,6.45,4.18
8214,4979,Lao PDR, H350101 ,2019-05-15,2019,5,15,31.5,7.352,58.5,17.18,1.22,0.2222222222222222,0.16,0.03,1.0734185512946577,0.2820874471086036,0.3747657713928794,0.29,0.035,0.02,6.7,1.32
8226,4980,Lao PDR, H350101 ,2019-07-16,2019,7,16,28.5,6.95,153.75,29.2,1.57,0.6502057613168725,0.395,0.05,1.717469682071452,0.2228490832157968,0.6974807412034145,0.33,0.014,0.01,6.29,0.078
8235,4981,Lao PDR, H350101 ,2019-08-12,2019,8,12,28.6,6.55,37.17,16.9,1.18,0.3127572016460905,0.14,0.03,1.4273624823695346,0.0361071932299012,0.276910264418072,0.65,0.07,0.03,6.07,2.88
8276,4982,Lao PDR, H350101 ,2019-10-17,2019,10,17,29.3,7.464,17.1,15.45,1.0728542914171657,0.2304526748971193,0.11,0.02,0.9668960996394624,0.2115655853314527,0.3289610660004164,0.44,0.072,0.02,6.57,1.55
8314,5012,Lao PDR, H350101 ,2020-05-28,2020,5,28,30.5,8.12,147.0,19.0,0.7020958083832336,0.5061728395061729,0.5969565217391305,0.119693094629156,1.0176991150442478,0.3311706629055007,0.6296064959400375,0.057,0.035,0.06,6.44,3.72
8318,5013,Lao PDR, H350101 ,2020-06-11,2020,6,11,29.1,7.9,31.5,12.9,0.8183632734530938,0.1695473251028806,0.248695652173913,0.0887468030690537,0.8439855784988528,0.207052186177715,0.2558817405788049,0.063,0.026,0.05,7.05,2.39
8354,5014,Lao PDR, H350101 ,2020-08-20,2020,8,20,28.7,7.78,71.5,14.4,1.1127744510978044,0.0567901234567901,0.2165217391304348,0.1005115089514066,1.087512291052114,0.007052186177715,0.2758692483864251,0.06,0.04,0.04,6.04,5.8
