MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H440202,2009-05-15,2009,5,15,25.4,6.78,24.0,4.4,0.14,0.14,0.113,0.015,0.285,0.079,0.023,0.178,0.015,0.048,5.97,2.8
Viet Nam,H440202,2009-06-15,2009,6,15,25.0,6.92,28.5,4.2,0.105,0.145,0.145,0.05,0.321,0.059,0.032,0.19,0.006,0.078,5.35,3.15
Viet Nam,H440202,2005-11-15,2005,11,15,26.3,7.28,27.5,3.2,0.096,0.106,0.104,0.034,0.204,0.032,0.063,0.165,0.018,0.088,8.36,0.4
Viet Nam,H440202,2018-03-15,2018,3,15,24.8,7.19,10.0,5.2,0.207,0.149,0.152,0.016,0.369,0.097,0.051,0.265,0.07,0.003,5.17,2.94
Viet Nam,H440202,2020-03-15,2020,3,15,24.950000000000003,7.14,7.0,5.22,0.292,0.021,0.15,0.073,0.413,0.056,0.0,0.212,0.027,0.037,5.035,2.42
Viet Nam,H440202,2011-04-15,2011,4,15,28.0,6.75,36.0,5.81,0.212,0.131,0.181,0.025,0.385,0.132,0.018,0.151,0.164,0.071,7.47,1.8
Viet Nam,H440202,2010-04-15,2010,4,15,27.2,6.87,18.5,4.93,0.2,0.14,0.114,0.018,0.341,0.113,0.011,0.104,0.058,0.038,2.948166858725738,5.17
Viet Nam,H440202,2007-04-15,2007,4,15,27.1,7.1,31.5,4.8,0.179,0.129,0.148,0.045,0.453,0.005,0.058,0.022,0.085,0.091,7.8,3.73
Viet Nam,H440202,2005-12-15,2005,12,15,22.6,7.06,35.0,3.3,0.12,0.082,0.103,0.033,0.283,0.024,0.041,0.192,0.019,0.083,8.02,0.11
Viet Nam,H440202,2007-08-15,2007,8,15,25.7,6.64,91.0,1.8,0.048,0.045,0.07,0.028,0.105,0.059,0.032,0.202,0.024,0.07,7.31,2.79
Viet Nam,H440202,2005-10-15,2005,10,15,26.9,7.02,33.5,1.8,0.053,0.063,0.047,0.014,0.105,0.03,0.035,0.342,0.004,0.066,8.12,0.12
Viet Nam,H440202,2014-03-15,2014,3,15,24.1,6.12,22.0,1.251,0.047,0.0249999999999999,0.045,0.012,0.055,0.043,0.012,0.103,0.0,0.03,6.27,1.68
Viet Nam,H440202,2006-06-15,2006,6,15,25.8,7.28,67.0,3.8,0.146,0.108,0.109,0.014,0.13,0.194,0.063,0.366,0.058,0.053,7.28,2.06
Viet Nam,H440202,2009-04-15,2009,4,15,27.6,6.58,35.0,4.5,0.11,0.16,0.182,0.012,0.345,0.096,0.031,0.011,0.0,0.111,4.65,0.48
Viet Nam,H440202,2019-08-15,2019,8,15,24.5,7.36,30.0,3.81,0.146,0.072,0.104,0.066,0.221,0.068,0.062,0.445,0.0,0.362,5.11,3.33
Viet Nam,H440202,2017-03-15,2017,3,15,25.5,6.65,64.0,4.62,0.104,0.104,0.152,0.056,0.288,0.078,0.041,0.22,0.0,0.015,5.86,1.73
Viet Nam,H440202,2019-04-16,2019,4,16,25.2,6.95,7.0,4.93,0.17,0.171,0.106,0.077,0.355,0.084,0.051,0.334,0.036,0.12,5.18,2.91
Viet Nam,H440202,2012-04-15,2012,4,15,28.09,7.75,56.0,4.6,0.22,0.094,0.118,0.026,0.247,0.188,0.005,0.027,0.012,0.034,6.05,1.67
Viet Nam,H440202,2006-02-15,2006,2,15,22.0,7.42,22.0,3.8,0.174,0.044,0.132,0.038,0.233,0.086,0.038,0.191,0.01,0.044,7.3,1.32
Viet Nam,H440202,2005-06-15,2005,6,15,29.9,7.44,128.0,4.2,0.138,0.096,0.128,0.06,0.278,0.05,0.087,0.434,0.025,0.186,8.03,4.29
Viet Nam,H440202,2004-10-15,2004,10,15,23.5,7.11,13.0,1.54,0.063,0.037,0.038,0.012,0.074,0.069,0.004,0.25,0.101,0.056,7.95,0.58
Viet Nam,H440202,2019-09-16,2019,9,16,24.5,7.13,19.0,3.66,0.135,0.0709999999999999,0.092,0.07,0.296,0.038,0.033,0.524,0.0,0.135,5.2,2.35
Viet Nam,H440202,2004-08-15,2004,8,15,23.5,7.32,25.0,2.8,0.065,0.081,0.085,0.032,0.186,0.086,0.006,0.229,0.041,0.035,7.8,1.83
Viet Nam,H440202,2007-11-15,2007,11,15,23.0,6.35,28.0,3.3,0.102,0.091,0.121,0.012,0.206,0.06,0.037,0.152,0.194,0.105,7.01,3.14
Viet Nam,H440202,2020-09-15,2020,9,15,24.65,7.07,28.0,4.85,0.161,0.1299999999999999,0.144,0.072,0.212,0.09,0.098,0.623,0.114,0.175,5.125,2.64
Viet Nam,H440202,2007-09-15,2007,9,15,24.6,6.97,84.0,2.9,0.048,0.121,0.093,0.014,0.132,0.066,0.08,0.194,0.037,0.111,7.42,5.36
Viet Nam,H440202,2014-10-15,2014,10,15,23.5,7.47,28.0,3.28,0.12,0.0549999999999999,0.087,0.041,0.13,0.103,0.026,0.216,0.033,0.024,6.15,1.32
Viet Nam,H440202,2013-03-15,2013,3,15,27.7,6.39,45.0,1.4,0.07,0.0399999999999999,0.032,0.008,0.094,0.031,0.008,0.055,0.083,0.04,6.53,1.6
Viet Nam,H440202,2006-03-15,2006,3,15,24.5,7.37,28.0,6.1,0.278,0.1639999999999999,0.108,0.028,0.471,0.068,0.035,0.283,0.042,0.041,7.07,1.22
Viet Nam,H440202,2005-04-15,2005,4,15,30.1,7.38,27.0,6.0,0.146,0.189,0.164,0.046,0.332,0.135,0.082,0.103,0.02,0.031,7.23,3.06
Viet Nam,H440202,2006-10-15,2006,10,15,19.7,7.27,25.5,1.8,0.065,0.055,0.042,0.016,0.102,0.053,0.019,0.114,0.0,0.036,6.46,1.26
Viet Nam,H440202,2019-03-15,2019,3,15,25.0,7.02,8.0,5.38,0.131,0.199,0.185,0.066,0.404,0.096,0.036,0.33,0.001,0.001,5.42,4.18
Viet Nam,H440202,2017-04-15,2017,4,15,26.5,7.24,46.0,4.71,0.18,0.09,0.153,0.063,0.407,0.068,0.017,0.267,0.081,0.007,4.887230404900468,1.68
Viet Nam,H440202,2018-04-15,2018,4,15,25.0,7.23,10.0,5.65,0.217,0.188,0.106,0.011,0.339,0.094,0.067,0.219,0.111,0.003,4.74,2.08
Viet Nam,H440202,2015-10-15,2015,10,15,25.5,7.37,30.0,3.5,0.123,0.092,0.087,0.021,0.145,0.102,0.03,0.216,0.028,0.025,5.82,2.32
Viet Nam,H440202,2006-01-15,2006,1,15,20.5,7.15,25.0,3.7,0.123,0.1629999999999999,0.091,0.023,0.323,0.035,0.025,0.277,0.033,0.191,7.4,0.94
Viet Nam,H440202,2007-03-15,2007,3,15,29.5,6.83,17.5,7.8,0.149,0.564,0.049,0.007,0.167,0.469,0.074,0.14,0.019,0.071,8.07,1.76
Viet Nam,H440202,2013-04-15,2013,4,15,27.5,6.12,57.0,1.272,0.067,0.035,0.029,0.007,0.096,0.033,0.008,0.034,0.035,0.137,6.97,3.41
Viet Nam,H440202,2012-03-15,2012,3,15,28.45,7.28,55.0,4.8,0.18,0.184,0.072,0.076,0.39,0.081,0.029,0.188,0.019,0.093,6.76,1.75
Viet Nam,H440202,2012-09-15,2012,9,15,27.7,7.06,43.0,3.06,0.104,0.05,0.0908695652173913,0.05,0.163,0.11,0.024,0.346,0.0,0.03,6.67,2.07
Viet Nam,H440202,2020-08-15,2020,8,15,24.85,6.67,34.0,4.36,0.272,0.0099999999999999,0.138,0.053,0.218,0.077,0.088,0.524,0.03,0.142,4.915,4.38
Viet Nam,H440202,2010-09-15,2010,9,15,27.4,6.81,45.0,4.66,0.19,0.0919999999999999,0.163,0.021,0.264,0.135,0.064,0.248,0.063,0.184,5.813150997966503,2.63
Viet Nam,H440202,2006-04-15,2006,4,15,25.8,7.35,28.0,5.4,0.164,0.213,0.163,0.04,0.524,0.027,0.017,0.09,0.006,0.07,7.27,1.4
Viet Nam,H440202,2014-09-15,2014,9,15,23.5,7.08,26.0,2.81,0.11,0.05,0.08,0.039,0.13,0.095,0.024,0.063,0.14,0.079,6.93,1.16
