MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H039801,2016-04-15,2016,4,15,26.8,7.65,8.0,22.5,1.202,0.458,0.358,0.057,1.016,0.516,0.408,0.164,0.176,0.224,6.4,1.8
Viet Nam,H039801,2005-09-15,2005,9,15,28.0,7.22,131.0,11.1,0.647,0.2329999999999999,0.158,0.037,0.838,0.106,0.095,0.253,0.053,0.233,6.37,2.63
Viet Nam,H039801,2003-10-15,2003,10,15,29.5,6.94,62.0,10.9,0.6,0.282,0.185,0.045,0.868,0.105,0.056,0.082,0.0,0.092,7.14,1.98
Viet Nam,H039801,2012-03-15,2012,3,15,27.61,7.25,70.0,11.4,0.49,0.298,0.37,0.073,0.91,0.242,0.037,0.254,0.029,0.109,5.72,4.9
Viet Nam,H039801,2007-04-15,2007,4,15,31.9,7.12,56.0,14.2,0.546,0.4869999999999999,0.381,0.048,0.927,0.245,0.155,0.476,0.01,0.064,6.59,6.4
Viet Nam,H039801,2014-09-15,2014,9,15,28.7,7.15,126.0,9.8,0.6,0.18,0.22,0.02,0.817,0.176,0.016,0.482,0.085,0.23,6.61,4.32
Viet Nam,H039801,2007-06-15,2007,6,15,25.6,7.3,79.0,21.7,0.98,0.47,0.556,0.045,1.244,0.685,0.248,0.059,0.047,0.044,5.08,5.54
Viet Nam,H039801,2013-03-15,2013,3,15,27.5,7.1,50.0,19.1,1.14,0.3740000000000001,0.383,0.093,1.396,0.409,0.214,0.584,0.0,0.158,5.15,3.97
Viet Nam,H039801,2019-09-16,2019,9,16,27.8,7.56,85.0,6.64,0.325,0.138,0.154,0.05,0.495,0.116,0.061,0.353,0.013,0.394,5.12,3.72
Viet Nam,H039801,2019-08-15,2019,8,15,28.2,7.61,36.0,10.72,0.513,0.256,0.268,0.059,0.737,0.189,0.129,0.479,0.108,0.285,5.53,4.05
Viet Nam,H039801,2008-01-15,2008,1,15,27.9,6.98,48.5,9.1,0.448,0.288,0.21,0.028,0.73,0.13,0.035,0.135,0.114,0.106,6.33,3.44
Viet Nam,H039801,2018-04-15,2018,4,15,29.2,7.78,15.0,21.0,0.968,0.484,0.445,0.039,1.097,0.527,0.431,0.674,0.046,0.035,5.08,2.4
Viet Nam,H039801,2006-02-15,2006,2,15,25.8,7.24,102.0,10.1,0.507,0.3089999999999999,0.247,0.045,0.741,0.213,0.053,0.401,0.02,0.19,7.25,6.59
Viet Nam,H039801,2013-10-15,2013,10,15,27.5,6.94,71.0,8.9,0.489,0.175,0.144,0.046,0.708,0.136,0.064,0.386,0.09,0.098,5.25,3.12
Viet Nam,H039801,2017-04-15,2017,4,15,30.03,6.53,59.0,20.55,0.917,0.6079999999999999,0.459,0.079,1.262,0.351,0.431,0.61,0.261,0.107,4.65,3.2
Viet Nam,H039801,2009-02-15,2009,2,15,26.4,6.7,120.0,10.8,0.54,0.22,0.231,0.026,0.758,0.196,0.058,0.327,0.014,0.129,3.35,6.18
Viet Nam,H039801,2004-02-15,2004,2,15,31.0,6.89,31.0,16.9,0.867,0.439,0.355,0.035,1.32,0.138,0.158,0.313,0.0,0.182,6.63,2.27
Viet Nam,H039801,2006-01-15,2006,1,15,25.4,6.91,77.5,10.2,0.527,0.276,0.205,0.043,0.717,0.1485,0.114,0.437,0.044,0.098,7.42,3.51
Viet Nam,H039801,2009-06-15,2009,6,15,27.1,7.45,67.0,16.5,0.73,0.47,0.388,0.056,1.013,0.333,0.23,0.452,0.038,0.14,5.34,4.04
Viet Nam,H039801,2005-08-15,2005,8,15,27.7,6.82,145.0,10.3,0.568,0.2280000000000001,0.2,0.045,0.73,0.156,0.074,0.255,0.056,0.335,7.06,3.38
Viet Nam,H039801,2014-03-15,2014,3,15,28.6,6.87,52.0,16.7,0.657,0.5680000000000001,0.325,0.058,1.206,0.226,0.163,0.538,0.073,0.049,6.48,4.2
Viet Nam,H039801,2007-01-15,2007,1,15,26.2,6.9,27.0,8.9,0.487,0.285,0.167,0.031,0.711,0.146,0.079,0.281,0.171,0.15,6.61,5.31
