MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H010500,2015-10-20,2015,10,20,26.2,7.54,142.0,20.3,1.095,0.59670781893004,0.3004347826086956,0.0569230769230769,1.5292,0.1766197183098591,0.4166666666666667,0.12,0.01,0.12,5.22,2.96
Lao PDR,H010500,2008-08-16,2008,8,16,26.2,6.72,290.0,18.9,1.174,0.469,0.2,0.041,1.412,0.143,0.33,0.393,0.126,0.056,7.0,1.501
Lao PDR,H010500,2016-12-20,2016,12,20,23.1,7.56,44.6,21.6,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.39,0.01,0.04,5.97,3.02
Lao PDR,H010500,2013-10-17,2013,10,17,21.8,6.9,104.0,26.0,1.52,0.49,0.34,0.07,2.174,0.1380281690140845,0.1845833333333333,0.1475,0.01,0.25,6.0,3.45
Lao PDR,H010500,2012-10-13,2012,10,13,27.0,7.74,57.0,25.4,1.473,0.633,0.286,0.146,1.654,0.221,0.609,0.514,0.086,0.049,7.86,1.593
Lao PDR,H010500,2014-09-26,2014,9,26,26.4,7.4,102.0,15.8,0.72,0.43,0.16,0.04,1.02,0.08,0.35,0.3,0.01,0.03,5.0,2.1
Lao PDR,H010500,2011-08-18,2011,8,18,29.0,7.75,42.0,25.8,1.485,0.561,0.372,0.051,1.633,0.261,0.582,0.415,0.011,0.034,7.25,1.615
Lao PDR,H010500,2004-10-21,2004,10,21,21.0,8.05,9.0,22.9,1.506,0.525,0.071,0.006,1.454,0.147,0.614,0.34,0.021,0.058,6.9,1.633
Lao PDR,H010500,2016-10-21,2016,10,21,25.1,7.66,68.0,22.4,1.51,0.69,0.54,0.07,2.17,0.14,0.28,0.45,0.04,0.01,5.22,2.01
Lao PDR,H010500,2014-08-15,2014,8,15,24.9,8.13,84.0,23.7,1.57,0.18,0.12,0.05,1.4,0.1,0.5,0.4,0.01,0.09,5.59,3.7
Lao PDR,H010500,2011-10-16,2011,10,16,25.0,7.72,49.0,24.9,1.536,0.512,0.355,0.045,1.719,0.187,0.572,0.425,0.035,0.029,7.23,1.066
Lao PDR,H010500,2013-09-19,2013,9,19,26.0,7.3,180.0,23.0,1.42,0.43,0.3069565217391304,0.0557544757033248,1.68,0.152112676056338,0.37625,0.393,0.01,0.05,7.54,5.45
Lao PDR,H010500,2015-12-14,2015,12,14,22.3,7.68,35.2,24.4,0.0,0.0,0.0,0.0,1.74,0.0,0.0,0.64,0.01,0.33,5.97,1.76
Lao PDR,H010500,2016-11-22,2016,11,22,23.0,7.58,34.2,24.9,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.32,0.02,0.02,5.99,1.28
Lao PDR,H010500,2005-07-12,2005,7,12,25.0,7.76,286.0,23.2,1.23,0.655,0.456,0.057,1.785,0.033,0.628,0.367,0.071,0.036,8.09,1.138
Lao PDR,H010500,2005-09-13,2005,9,13,23.0,7.98,340.0,28.4,1.466,0.625,0.392,0.064,2.0,0.331,0.384,0.286,0.082,0.033,7.5,1.53
Lao PDR,H010500,2008-11-16,2008,11,16,19.0,7.1,108.0,20.74,1.277,0.408,0.28,0.036,1.541,0.164,0.344,0.447,0.094,0.052,8.03,0.948
Lao PDR,H010500,2008-06-15,2008,6,15,26.0,7.17,237.0,25.1,1.381,0.621,0.44,0.043,1.573,0.281,0.646,0.352,0.018,0.057,7.01,1.695
Lao PDR,H010500,2005-06-14,2005,6,14,20.5,8.2,245.0,28.2,1.57,0.536,0.555,0.049,1.582,0.428,0.675,0.308,0.083,0.16,8.2,1.777
Lao PDR,H010500,2008-07-15,2008,7,15,25.0,6.85,285.0,23.2,1.428,0.307,0.284,0.089,1.536,0.188,0.548,0.487,0.043,0.064,7.29,1.316
