MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H011901,2007-06-18,2007,6,18,30.3,7.88,189.0,24.9,1.417,0.534,0.483,0.012,1.742,0.274,0.569,0.559,0.038,0.065,6.915,1.66
Lao PDR,H011901,2001-12-20,2001,12,20,24.4,8.15,130.0,20.4,0.951,0.475,0.115,0.018,1.807,0.13,0.226,0.323,0.042,0.06,6.95,1.2
Lao PDR,H011901,2008-03-17,2008,3,17,27.1,8.1,18.0,29.3,1.51,0.781,0.416,0.052,2.046,0.494,0.301,0.122,0.009,0.025,8.4,1.795
Lao PDR,H011901,2001-09-20,2001,9,20,28.0,8.52,220.0,19.4,1.263,0.572,0.126,0.011,1.626,0.056,0.312,0.265,0.039,0.061,6.9,2.6
Lao PDR,H011901,1988-12-19,1988,12,19,22.4,8.08,104.0,22.0,1.814,0.275,0.395,0.035,1.921,0.127,0.608,0.172,0.024,0.076,8.4,1.7
Lao PDR,H011901,2004-10-20,2004,10,20,26.6,7.88,78.0,19.15,1.426,0.411,0.064,0.007,1.509,0.104,0.3,0.244,0.022,0.019,7.22,1.548
Lao PDR,H011901,1993-01-13,1993,1,13,22.0,7.8,56.0,25.9,1.54,0.548,0.437,0.045,1.98,0.236,0.344,0.187,0.052,0.015,8.23,0.1
Lao PDR,H011901,1993-11-22,1993,11,22,29.8,7.4,284.0,21.8,1.544,0.295,0.188,0.064,1.753,0.118,0.376,0.254,0.044,0.086,6.45,0.1
Lao PDR,H011901,2002-03-14,2002,3,14,26.1,8.32,40.0,27.9,1.611,0.253,0.095,0.03,2.22,0.235,0.584,0.153,0.041,0.045,7.53,1.2
Lao PDR,H011901,2009-08-18,2009,8,18,29.1,7.25,349.0,19.81,1.328,0.439,0.276,0.076,1.511,0.112,0.348,0.302,0.082,0.07,6.67,0.9
Lao PDR,H011901,2003-12-16,2003,12,16,24.8,7.32,90.0,27.9,1.849,0.527,0.302,0.044,2.102,0.255,0.484,0.262,0.073,0.045,7.82,0.6
Lao PDR,H011901,2003-02-25,2003,2,25,25.0,7.48,29.0,19.2,1.683,0.184,0.142,0.025,1.683,0.146,0.205,0.206,0.084,0.083,7.31,1.1
Lao PDR,H011901,1996-04-20,1996,4,20,26.4,7.85,10.0,27.5,1.72,0.573,0.468,0.064,1.792,0.255,0.592,0.144,0.02,0.053,8.01,2.2
Lao PDR,H011901,2016-08-15,2016,8,15,28.7,7.73,299.0,21.1,1.17830423940149,0.4477366255144033,0.3234782608695652,0.0698209718670076,1.34,0.2157746478873239,0.4916666666666667,0.4,0.01,0.04,7.51,6.24
Lao PDR,H011901,2016-02-14,2016,2,14,22.8,7.9,19.5,15.6,0.0,0.0,0.0,0.0,2.01,0.0,0.0,0.29,0.02,0.03,7.01,1.22
