MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H350101,2015-07-29,2015,7,29,26.0,7.26,252.0,7.0,0.635,0.1810699588477366,0.0826086956521739,0.0846153846153846,0.52,0.0816901408450704,0.4583333333333333,0.01,0.06,0.24,6.11,6.0
Lao PDR,H350101,1992-03-14,1992,3,14,28.0,7.95,22.0,15.7,1.105,0.326,0.09,0.036,1.229,0.11,0.274,0.098,0.022,0.038,8.79,0.5
Lao PDR,H350101,2007-09-13,2007,9,13,28.0,7.04,253.0,6.6,0.298,0.149,0.125,0.048,0.294,0.011,0.314,0.141,0.129,0.05,9.521,3.767
Lao PDR,H350101,2004-07-15,2004,7,15,31.0,7.46,63.0,7.45,0.377,0.192,0.135,0.025,0.535,0.062,0.127,0.197,0.065,0.046,6.66,0.018
Lao PDR,H350101,1990-11-15,1990,11,15,24.0,7.44,80.0,9.2,0.563,0.188,0.1,0.02,0.565,0.065,0.213,0.1,0.033,0.042,5.24,1.6
Lao PDR,H350101,2005-10-14,2005,10,14,27.6,6.6,151.0,9.43,0.489,0.215,0.108,0.101,0.653,0.112,0.175,0.311,0.088,0.042,6.87,1.93
Lao PDR,H350101,2005-05-10,2005,5,10,29.0,7.34,22.0,13.45,0.589,0.259,0.38,0.05,0.911,0.095,0.319,0.429,0.082,0.023,6.32,4.047
Lao PDR,H350101,1995-09-18,1995,9,18,28.0,7.4,212.0,8.5,0.535,0.178,0.082,0.024,0.598,0.054,0.108,0.194,0.051,0.093,8.7,1.7
Lao PDR,H350101,2004-10-20,2004,10,20,28.0,7.76,85.0,11.44,0.776,0.288,0.047,0.004,1.007,0.04,0.086,0.004,0.028,0.004,6.7,7.806
Lao PDR,H350101,2004-03-24,2004,3,24,26.9,7.97,29.0,12.8,0.792,0.349,0.076,0.009,0.988,0.074,0.189,0.386,0.041,0.029,7.35,1.236
Lao PDR,H350101,2008-09-17,2008,9,17,27.0,6.25,47.0,6.27,0.324,0.16,0.106,0.052,0.298,0.086,0.211,0.083,0.082,0.049,7.11,2.883
Lao PDR,H350101,1995-05-12,1995,5,12,27.0,6.83,15.0,6.0,0.311,0.196,0.097,0.014,0.407,0.028,0.154,0.395,0.129,0.12,6.47,4.2
Lao PDR,H350101,1994-11-18,1994,11,18,27.4,7.36,32.0,11.3,0.658,0.302,0.118,0.046,0.817,0.124,0.145,0.063,0.084,0.14,7.33,1.8
Lao PDR,H350101,2004-06-18,2004,6,18,31.1,7.22,51.0,7.52,0.468,0.188,0.045,0.014,0.523,0.082,0.117,0.093,0.049,0.1,6.7,0.784
Lao PDR,H350101,1990-03-14,1990,3,14,28.0,7.9,72.0,12.6,0.634,0.264,0.25,0.05,0.849,0.138,0.12,0.505,0.022,0.053,6.64,3.0
Lao PDR,H350101,2006-12-21,2006,12,21,20.0,7.58,2.0,12.57,0.651,0.289,0.299,0.035,1.09,0.052,0.199,0.033,0.042,0.018,10.6,1.04
Lao PDR,H350101,2004-04-20,2004,4,20,26.9,7.97,26.0,15.3,0.889,0.492,0.08,0.008,1.217,0.09,0.228,0.148,0.01,0.021,7.0,1.175
Lao PDR,H350101,2004-05-13,2004,5,13,32.0,7.82,28.0,7.3,0.562,0.06,0.046,0.021,0.499,0.069,0.133,0.123,0.153,0.128,6.8,3.918
Lao PDR,H350101,2001-12-12,2001,12,12,26.0,7.7,46.0,12.8,0.474,0.237,0.098,0.03,1.056,0.181,0.057,0.083,0.035,0.013,7.1,1.2
Lao PDR,H350101,2015-09-22,2015,9,22,28.7,7.44,138.0,8.1,0.7045,0.254320987654321,0.037391304347826,0.0184615384615384,0.9038,0.0408450704225352,0.0833333333333333,0.18,0.03,0.02,6.47,3.8
Lao PDR,H350101,2010-12-15,2010,12,15,27.0,7.45,42.0,13.35,0.711,0.339,0.248,0.029,1.043,0.192,0.049,0.087,0.024,0.02,6.42,1.596
Lao PDR,H350101,2002-01-16,2002,1,16,26.1,8.25,28.0,25.8,0.547,0.008,0.102,0.036,0.907,0.134,0.036,0.121,0.094,0.006,6.89,0.7
Lao PDR,H350101,2006-04-21,2006,4,21,32.0,7.65,1.0,13.2,0.582,0.376,0.312,0.032,1.016,0.311,0.07,0.033,0.019,0.019,7.3,0.9
Lao PDR,H350101,2005-01-20,2005,1,20,24.0,7.63,26.0,14.09,0.868,0.46,0.07,0.016,1.129,0.122,0.128,0.013,0.017,0.032,7.54,4.106
Lao PDR,H350101,1988-01-19,1988,1,19,24.0,8.61,30.0,15.0,0.48,0.555,0.229,0.025,1.174,0.158,0.063,0.088,0.009,0.014,8.17,0.8
Lao PDR,H350101,1994-12-20,1994,12,20,25.0,7.14,28.0,14.8,0.836,0.395,0.141,0.038,0.956,0.139,0.25,0.089,0.052,0.093,7.45,1.5
Lao PDR,H350101,1986-08-19,1986,8,19,23.6,6.67,8.0,19.4,0.299,0.089,0.745,0.019,0.128,1.03,0.056,0.009,0.064,0.014,6.03,1.4
Lao PDR,H350101,2015-01-29,2015,1,29,25.5,7.7,8.0,13.7,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.12,0.01,0.05,7.11,2.0
