MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H451303,2020-03-15,2020,3,15,26.85,7.4,27.0,7.2,0.229,0.215,0.262,0.051,0.54,0.195,0.011,0.257,0.086,0.081,5.67,2.82
Viet Nam,H451303,2009-03-15,2009,3,15,26.0,6.48,41.0,8.3,0.27,0.25,0.256,0.037,0.723,0.069,0.032,0.22,0.003,0.058,5.43,1.86
Viet Nam,H451303,2008-04-15,2008,4,15,29.9,7.3,25.0,3.7,0.18,0.07,0.112,0.031,0.23,0.102,0.025,0.228,0.002,0.2,5.9,2.79
Viet Nam,H451303,2015-10-15,2015,10,15,26.2,7.36,24.0,9.2,0.643,0.1149999999999999,0.189,0.02,0.652,0.132,0.053,0.456,0.063,0.035,6.48,1.95
Viet Nam,H451303,2006-01-15,2006,1,15,19.8,6.87,32.5,6.2,0.241,0.138,0.211,0.037,0.475,0.042,0.112,0.366,0.038,0.13,6.92,2.02
Viet Nam,H451303,2010-10-15,2010,10,15,27.2,7.19,45.0,3.75,0.15,0.11,0.086,0.021,0.202,0.106,0.027,0.478,0.014,0.152,6.424621474203912,3.08
Viet Nam,H451303,2009-05-15,2009,5,15,26.4,6.69,247.0,7.7,0.2,0.25,0.321,0.02,0.525,0.177,0.03,0.67,0.002,0.392,5.24,4.33
Viet Nam,H451303,2006-10-15,2006,10,15,19.8,7.04,25.5,5.7,0.184,0.2,0.153,0.033,0.375,0.162,0.027,0.343,0.0,0.177,6.41,2.73
Viet Nam,H451303,2006-03-15,2006,3,15,24.8,7.3,42.5,6.4,0.204,0.212,0.21,0.041,0.506,0.087,0.059,0.239,0.014,0.045,6.62,0.82
Viet Nam,H451303,2010-04-15,2010,4,15,25.7,6.94,31.0,5.62,0.26,0.13,0.118,0.038,0.4,0.166,0.011,0.064,0.052,0.052,3.6129421707177287,5.29
Viet Nam,H451303,2004-07-15,2004,7,15,25.3,7.13,139.0,4.8,0.126,0.118,0.137,0.031,0.292,0.132,0.006,0.188,0.03,0.098,7.8,5.47
Viet Nam,H451303,2008-09-15,2008,9,15,29.5,6.53,98.0,8.7,0.14,0.46,0.224,0.038,0.446,0.302,0.108,0.479,0.054,0.141,5.88,3.81
Viet Nam,H451303,2015-03-15,2015,3,15,26.8,6.52,38.0,8.3,0.411,0.144,0.22,0.027,0.735,0.084,0.018,0.361,0.0,0.063,6.11,2.48
