MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Lao PDR,H013900,2015-07-15,2015,7,15,25.0,7.31,181.0,28.5,0.98,0.4773662551440329,0.3652173913043478,0.1102564102564102,1.22,0.3380281690140845,0.5416666666666666,0.15,0.13,0.36,5.3,3.84
Lao PDR,H013900,2016-06-14,2016,6,14,29.4,7.58,87.75,21.9,1.07655860349127,0.4930041152263374,0.4108695652173912,0.0524296675191815,1.18,0.4073239436619718,0.375,0.78,0.02,0.04,5.98,2.56
Lao PDR,H013900,2015-11-23,2015,11,23,29.8,7.69,17.92,19.4,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.2,0.02,0.01,6.92,2.21
Lao PDR,H013900,2004-09-13,2004,9,13,26.1,7.2,132.0,10.15,0.738,0.219,0.028,0.005,0.7,0.056,0.235,0.239,0.018,0.016,7.3,1.58
Lao PDR,H013900,2008-01-16,2008,1,16,29.1,7.5,47.0,22.6,1.314,0.486,0.44,0.037,1.595,0.357,0.137,0.172,0.041,0.015,7.13,1.388
Lao PDR,H013900,2015-10-14,2015,10,14,31.1,7.47,122.3,13.0,0.65,0.28559670781893,0.2691304347826087,0.0528205128205128,1.003,0.1901408450704225,0.1070833333333333,0.05,0.01,0.18,9.14,2.1
Lao PDR,H013900,2015-03-12,2015,3,12,29.5,8.26,12.0,22.7,0.0,0.0,0.0,0.0,1.64,0.0,0.0,0.01,0.02,0.02,5.36,1.4
Lao PDR,H013900,2006-10-13,2006,10,13,28.3,7.46,306.0,16.5,1.102,0.304,0.244,0.045,1.087,0.257,0.298,0.209,0.039,0.099,6.1,2.44
Lao PDR,H013900,2005-05-16,2005,5,16,27.7,8.06,32.0,23.9,1.329,0.494,0.449,0.055,1.571,0.151,0.646,0.23,0.033,0.043,6.4,0.491
Lao PDR,H013900,2007-07-16,2007,7,16,28.5,7.04,289.0,15.2,0.899,0.31,0.28,0.043,1.217,0.142,0.283,0.296,0.045,0.189,6.909,3.529
Lao PDR,H013900,2016-10-19,2016,10,19,28.0,7.02,75.5,13.6,0.98,0.4,0.32,0.0531969309462915,1.198,0.247887323943662,0.19,0.38,0.06,0.02,6.33,3.98
Lao PDR,H013900,2013-08-20,2013,8,20,26.6,7.3,181.0,16.2,1.009725685785536,0.3086419753086419,0.1791304347826087,0.0358056265984654,1.19,0.0676056338028169,0.294375,0.026,0.01,0.12,8.7,4.8
Lao PDR,H013900,2010-02-14,2010,2,14,28.0,8.26,12.0,24.9,1.4,0.602,0.44,0.037,1.56,0.315,0.56,0.028,0.027,0.027,6.67,0.862
