MC,STATID,SDATE,Y,M,D,TEMP_°C,pH,TSS_mg_L,COND_mS_m,Ca_meq_L,Mg_meq_L,Na_meq_L,K_meq_L,ALK_meq_L,Cl_meq_L,SO4_meq_L,NO32_mg_L,NH4N_mg_L,TOTP_mg_L,DO_mg_L,CODMN_mg_L
Viet Nam,H019803,2003-01-15,2003,1,15,29.5,7.34,114.5,12.36,0.437,0.583,0.181,0.033,0.999,0.201,0.043,0.152,0.0,0.256,7.35,4.43
Viet Nam,H019803,2003-02-15,2003,2,15,28.5,7.04,13.5,14.59,0.909,0.2609999999999999,0.242,0.028,1.09,0.227,0.051,0.147,0.047,0.057,7.73,1.26
Viet Nam,H019803,2003-03-15,2003,3,15,29.0,7.07,59.5,16.63,0.897,0.455,0.336,0.04,1.343,0.197,0.069,0.108,0.014,0.107,7.53,2.35
Viet Nam,H019803,2003-04-15,2003,4,15,29.0,7.25,14.0,18.1,0.63,0.72,0.347,0.036,1.22,0.481,0.138,0.235,0.039,0.089,7.63,1.79
Viet Nam,H019803,2003-05-15,2003,5,15,29.8,7.18,8.0,18.2,1.068,0.177,0.64,0.039,1.418,0.281,0.123,0.21,0.022,0.082,6.85,1.23
Viet Nam,H019803,2003-06-15,2003,6,15,29.8,6.79,47.0,11.5,0.54,0.3269999999999999,0.261,0.051,0.818,0.23,0.183,0.23,0.019,0.104,6.53,1.2
Viet Nam,H019803,2003-07-15,2003,7,15,29.5,6.78,37.0,15.2,0.786,0.29,0.343,0.043,0.938,0.325,0.27,0.213,0.03,0.085,7.71,2.07
Viet Nam,H019803,2003-08-15,2003,8,15,29.5,6.69,85.0,10.7,0.6,0.2159999999999999,0.157,0.025,0.812,0.173,0.097,0.086,0.092,0.097,7.16,2.71
Viet Nam,H019803,2003-09-15,2003,9,15,26.5,6.76,196.0,9.5,0.454,0.306,0.141,0.024,0.771,0.114,0.066,0.148,0.0,0.164,6.58,4.46
Viet Nam,H019803,2003-10-15,2003,10,15,29.0,6.98,81.0,11.7,0.633,0.3159999999999999,0.213,0.036,0.926,0.132,0.076,0.164,0.0,0.191,5.95,3.29
Viet Nam,H019803,2003-11-15,2003,11,15,27.0,6.93,14.0,12.5,0.68,0.28,0.22,0.056,0.945,0.098,0.092,0.23,0.0,0.065,6.53,2.12
Viet Nam,H019803,2003-12-15,2003,12,15,29.0,6.84,16.5,12.6,0.703,0.3139999999999999,0.239,0.032,0.976,0.165,0.17,0.133,0.005,0.011,4.7,1.91
Viet Nam,H019803,2004-01-15,2004,1,15,29.5,6.72,23.0,15.96,0.724,0.5389999999999999,0.297,0.042,1.23,0.151,0.175,0.235,0.01,0.23,6.92,2.62
Viet Nam,H019803,2004-02-15,2004,2,15,29.0,6.84,29.0,16.7,0.862,0.4309999999999999,0.359,0.035,1.32,0.146,0.165,0.292,0.0111,0.19,6.45,2.35
Viet Nam,H019803,2004-03-15,2004,3,15,29.0,6.96,46.0,19.8,1.025,0.4590000000000001,0.437,0.029,1.303,0.285,0.269,0.17,0.009,0.148,2.26,1.66
Viet Nam,H019803,2004-04-15,2004,4,15,29.0,7.33,14.8,21.4,1.077,0.5509999999999999,0.477,0.042,1.616,0.263,0.364,0.167,0.0,0.093,7.31,2.78
Viet Nam,H019803,2004-05-15,2004,5,15,29.8,6.98,17.0,20.9,1.092,0.5209999999999999,0.452,0.035,1.52,0.196,0.26,0.17,0.016,0.072,6.18,3.24
Viet Nam,H019803,2004-06-15,2004,6,15,29.8,7.28,80.0,16.9,0.947,0.384,0.334,0.037,1.32,0.188,0.206,0.158,0.008,0.139,7.66,1.26
